try_on,gender,category,url,title,price,special_price,img_url,id
False,F,上身類,https://www.net-fashion.net/product/352610,抽繩V領荷葉袖上衣,299.0,,https://net.wimg.tw/files/1/products/352610_400_605E6B7BAE69E9CE7B6A0.jpg?v=24472,352610
False,M,上身類,https://www.net-fashion.net/product/351443,星空地球印花T恤,299.0,,https://net.wimg.tw/files/1/products/351438_400_900E9BB91E889B2.jpg?v=24472,351443
False,M,上身類,https://www.net-fashion.net/product/351309,撞色拼接印字T恤,,233.0,https://net.wimg.tw/files/1/products/351309_400_023E6B7B1E9BABBE781B0.jpg?v=24472,351309
False,M,上身類,https://www.net-fashion.net/product/351410,線條鯨魚印花T恤,,233.0,https://net.wimg.tw/files/1/products/351406_400_704E4B8ADE8978D.jpg?v=24472,351410
False,M,上身類,https://www.net-fashion.net/product/351285,美國國旗印花T恤,,233.0,https://net.wimg.tw/files/1/products/351275_400_719E6B7B1E8978D.jpg?v=24472,351285
False,M,上身類,https://www.net-fashion.net/product/351384,台北101印花T恤,299.0,,https://net.wimg.tw/files/1/products/351384_400_106E9A79DE889B2.jpg?v=24472,351384
False,M,上身類,https://www.net-fashion.net/product/351480,DONE印字T恤,299.0,,https://net.wimg.tw/files/1/products/351480_400_001E99BAAE799BD.jpg?v=24472,351480
False,M,上身類,https://www.net-fashion.net/product/351099,拼接撞色T恤,,199.0,https://net.wimg.tw/files/1/products/351095_400_509E9BAA5E9BB83.jpg?v=24472,351099
False,M,上身類,https://www.net-fashion.net/product/350908,素面快適棉POLO衫,,250.0,https://net.wimg.tw/files/1/products/350908_400_001E99BAAE799BD.jpg?v=24472,350908
False,M,上身類,https://www.net-fashion.net/product/351472,台灣動物印花T恤,299.0,,https://net.wimg.tw/files/1/products/351468_400_616E781B0E7B6A0.jpg?v=24472,351472
False,M,上身類,https://www.net-fashion.net/product/351490,SECRET印字T恤,299.0,,https://net.wimg.tw/files/1/products/351490_400_001E99BAAE799BD.jpg?v=24472,351490
